ERAID|Title|Acronym|Rank|FoR1|FoR1 Name|FoR2|FoR2 Name|FoR3|FoR3 Name
43847|International World Wide Web Conference|WWW|A|0805|Distributed Computing|0806|Information Systems||
43908|Massively Parallel Processing Using Optional Interconnections|MPPOI|B|0805|Distributed Computing||||
43967|Pacific Rim International Symposium on Dependable Computing|PRDC|B|0805|Distributed Computing||||
43977|Parallel and Distributed Information Systems|PDIS|C|0805|Distributed Computing||||
43978|Parallel Computing|PARCO|C|0805|Distributed Computing||||
43995|Principles and Practice of Parallel Programming|PPoPP|A|0805|Distributed Computing||||
44074|Summer School on Modelling and Verification of Parallel Processes|MOVEP|C|0805|Distributed Computing||||
44087|Symposium on Design, Analysis, and Simulation of Distributed Systems|DASD|C|0805|Distributed Computing||||
44094|Symposium on Networked Systems, Design and Implementation|NSDI|B|0805|Distributed Computing||||
44095|Symposium on Parallelism in Algorithms and Architectures|SPAA|A|0805|Distributed Computing||||
44097|Symposium on Reliable Distributed Systems|SRDS|A|0805|Distributed Computing||||
44099|Symposium on Stabilization, Safety, and Security of Distributed Systems|SSS|C|0805|Distributed Computing||||
44105|Testbeds and Research Infrastructures for the Development of Networks and Communities|TridentCom|B|0805|Distributed Computing||||
44112|The International Conference on Semantic Web and Web Services|SWWS|C|0805|Distributed Computing||||
44132|Ubiquitous Computing|UbiComp|A|0805|Distributed Computing||||
44135|UK e-Science All Hands Meeting|UK e-Science|C|0805|Distributed Computing||||
44178|Workshop on Ad Hoc and Ubiquitous computing|AUC|C|0805|Distributed Computing||||
44200|Workshop on Computer Architecture Education|WCAE|C|0805|Distributed Computing||||
44220|Workshop on Job Scheduling Strategies for Parallel Processing|JSSPP|B|0805|Distributed Computing||||
44225|Workshop on Mobile Computing Systems and Applications|HOTMOBILE|C|0805|Distributed Computing||||
44228|Workshop on Nature Inspired Distributed Computing|NISDIC|C|0805|Distributed Computing||||
44247|Workshop on Service Oriented Computing|SOCASE|C|0805|Distributed Computing||||
42267|1st International Conference on Engineering Management|ICEM|Not ranked|09|Engineering||||
42271|AAEE - Annual Conference of Australasian Association for Engineering Education||B|09|Engineering||||
42376|AIChE Annual Meeting||C|09|Engineering||||
42428|ASEE Annual Conference and Exposition||B|09|Engineering||||
42429|ASEE Global Colloquium of Engineering Education||B|09|Engineering||||
42660|Conference on Software Engineering Education and Training|CSEE&T|C|09|Engineering|08|Information and Computing Sciences||
42742|Engineering Education series (organised by Higher Education Academy Engineering Subject Centre UK)||B|09|Engineering||||
42827|FIE Frontiers in Education||A|09|Engineering||||
42888|ICEE- ICEER - International Conference for Engineering Education and Research||C|09|Engineering||||
43081|IEEE World Congress on Computational Intelligence|WCCI|A|09|Engineering||||
43117|IGIP - international Society for Engineering Education Annual Meeting||C|09|Engineering||||
43247|International Conference on Civil, Structural and Environmental Engineering Computing|CIVIL-COMP|A|09|Engineering||||
42741|International Multi-Conference on Engineering and Technological Innovation|IMETI|C|09|Engineering||||
43916|Mini-EURO Conference, Managing Uncertainty in Decision Support Models||A|09|Engineering||||
44007|Research in Engineering Education Symposium|REES|A|09|Engineering||||
44025|SEFI - Annual Conference of European Society for Engineering Education||B|09|Engineering||||
44108|The IASTED International Conference on Applied Simulation and Modelling (International Association of Science and Technology for Development)||C|09|Engineering||||
44258|World Congress on Engineering Asset Management|WCEAM-IMS|C|09|Engineering||||
42551|Australian Water Association Convention - Ozwater||C|0907|Environmental Engineering|0905|Civil Engineering||
42667|Congress of the Modelling and Simulation Society of Australia and New Zealand|Modsim 03|A|0907|Environmental Engineering|0905|Civil Engineering||
44024|Meeting of the International Environmental Modelling and Software Society||B|0907|Environmental Engineering|0905|Civil Engineering||
43935|National Conference on Hydraulics in Water Engineering||B|0907|Environmental Engineering|0905|Civil Engineering||
44041|Sixth International Conference on Hydroinformatics 2004||A|0907|Environmental Engineering|0905|Civil Engineering||
44170|Water Down Under 2008 (incorporating the 31st Hydrology and Water Resources Symposium and the 4th International Conference on Water Resources and Environment Research)||A|0907|Environmental Engineering|0905|Civil Engineering||
42401|Annual Convention for Survey, Mapping and Remote Sensing|RS|C|0909|Geomatic Engineering ||||
42415|Application of Computers and Operations Research in the Minerals Industries|APCOMin|A|0909|Geomatic Engineering |0914|Resources Engineering and Extractive Metallurgy||
43298|International Conference on Control, Automation, Robotics and Vision|ICARCV|A|0909|Geomatic Engineering ||||
43365|International Conference on GeoComputation|GeoComp|C|0909|Geomatic Engineering ||||
43718|International Symposium on Spatial Data Infrastructures|ISSDI|C|0909|Geomatic Engineering ||||
43719|International Symposium on Spatial Data Quality|ISSDQ|C|0909|Geomatic Engineering ||||
43720|International Symposium on Spatial Databases|SSTD|A|0909|Geomatic Engineering ||||
43840|International Workshop on Web and Wireless Geographical Information Systems|W2GIS|C|0909|Geomatic Engineering ||||
43876|Joint European Conference and Exhibition on Geographical Information Systems|JECGI|C|0909|Geomatic Engineering ||||
44057|Spatial Information Research Centre Colloquium|SIRC|C|0909|Geomatic Engineering ||||
44058|Spatial Information Science and Technology Conference|SIST|C|0909|Geomatic Engineering ||||
42275|ACM Annual Computer Science Conference|CSC|C|08|Information and Computing Sciences||||
43136|ACM Information Technology Education|SIGITE|C|08|Information and Computing Sciences||||
42358|ACS/IEEE International Conference on Computer Systems and Applications|AICCSA|C|08|Information and Computing Sciences|12|Built Environment and Design||
42385|American Federation of Information Processing Societies|AFIPS|C|08|Information and Computing Sciences||||
42419|Applied Computing Conference|ACC|C|08|Information and Computing Sciences||||
42440|Asian Computing Science Conference|ASIAN|B|08|Information and Computing Sciences||||
42479|Australasian Computer Science Conference|ACSC|B|08|Information and Computing Sciences||||
42616|Computer Science Research Conference|CSRC|C|08|Information and Computing Sciences||||
42628|Conférence en Recherche d'information et Applications|CORIA|C|08|Information and Computing Sciences||||
42631|Conference of South African Institute of Computer Scientists and Information Technologists|SAICSIT|C|08|Information and Computing Sciences||||
42690|Current Trends in Theory and Practice of Computer Science|SOFSEM|B|08|Information and Computing Sciences||||
42766|European Computing Conference|ECC|C|08|Information and Computing Sciences||||
42852|Genetic and Evolutionary Computations|GECCO|A|08|Information and Computing Sciences|09|Engineering||
42931|IEEE International Conference on Computer and Information Technology|CIT|C|08|Information and Computing Sciences||||
42980|IEEE International Multioptic Conference|INMIC|C|08|Information and Computing Sciences||||
43045|IEEE Symposium on Computers and Communications|ISCC|B|08|Information and Computing Sciences||||
43055|IEEE Systems and Information Engineering Design Symposium|SIEDS|C|08|Information and Computing Sciences||||
43083|IEEE/ACIS International Conference on Computer and Information Science|ICIS|C|08|Information and Computing Sciences||||
43101|IFIP Congress (Information Processing)|Information Processing|C|08|Information and Computing Sciences||||
43182|International Computer Science Conference|ICSC|B|08|Information and Computing Sciences||||
43272|International Conference on Computer and Information Technology|ICCIT|C|08|Information and Computing Sciences||||
43283|International Conference on Computers and their Applications|CATA|C|08|Information and Computing Sciences||||
43360|International Conference on Frontiers of Information Technology|FIT|C|08|Information and Computing Sciences||||
43390|International Conference on Information and Communication Technologies Development|ICTD|C|08|Information and Computing Sciences||||
43393|International Conference on Information and Communications Technology|ICICT|C|08|Information and Computing Sciences||||
43394|International Conference on Information and Emerging Technologies|ICIET|C|08|Information and Computing Sciences||||
43407|International Conference on Information Technology and Applications|ICITA|C|08|Information and Computing Sciences||||
43408|International Conference on Information Technology Interfaces|ITI|C|08|Information and Computing Sciences||||
43417|International Conference on Intelligent Data Engineering and Automated Learning|IDEAL|C|08|Information and Computing Sciences||||
43426|International Conference on International and Communication Technologies|ICICTE|C|08|Information and Computing Sciences||||
43506|International Conference on Recent Advances in Information Technology and Applications|RAITA|C|08|Information and Computing Sciences||||
43125|International Conference on Software Engineering, Artificial Intelligence, Networking and Parallel/Distributed Computing|SNPD|C|08|Information and Computing Sciences||||
43626|International Joint Conference on Knowledge Discovery, Knowledge Engineering and Knowledge Management|IC3K|C|08|Information and Computing Sciences|10|Technology||
43692|International Symposium on Information and Communication Technologies|ISICT|C|08|Information and Computing Sciences||||
43862|ISCA International Conference on Computer Applications in Industry and Engineering|CAINE|C|08|Information and Computing Sciences||||
43870|Japan-China Joint Workshop on Frontier of Computer Science and Technology|FCST|C|08|Information and Computing Sciences||||
43914|Mexican International Conference on Current Trends in Computer Science (was Mexican International Conference on Computer Science)|ENC|C|08|Information and Computing Sciences||||
44010|Richard Tapia Celebration of Diversity in Computing Conference|Tapia|C|08|Information and Computing Sciences||||
44146|Usenix Annual Technical Conference|USENIX|A|08|Information and Computing Sciences||||
44152|USENIX Workshop on Electronic Commerce|USENIX EC|C|08|Information and Computing Sciences||||
44252|World Computer Congress|WCC|C|08|Information and Computing Sciences||||
44256|World Congress in Computer Science, Computer Engineering, and Applied Computing|WORLDCOMP|C|08|Information and Computing Sciences||||
42273|Accounting and Finance Association of Australia and New Zealand Conference|AFAANZ|C|0806|Information Systems||||
42278|ACM Conference on Computer Supported Cooperative Work|CSCW|A|0806|Information Systems||||
42280|ACM Conference on Electronic Commerce|EC|B|0806|Information Systems||||
42288|ACM International Conference on Advances in Geographic Information Systems|SIGSPATIAL|B|0806|Information Systems||||
42291|ACM International Conference on Information and Knowledge Management|CIKM|A|0806|Information Systems||||
42294|ACM International Conference on Recommender Systems|RecSys|B|0806|Information Systems||||
42295|ACM International Conference on Research and Development in Information Retrieval|SIGIR|A|0806|Information Systems||||
42309|ACM SIGCHI_NZ Conference on Human-Computer Interaction|CHINZ|C|0806|Information Systems||||
42326|ACM Special Interest Group on Supporting Group Work (was SIGGRoup)|Group|B|0806|Information Systems||||
42336|ACM Symposium on User Interface Software and Technology|UIST|A|0806|Information Systems||||
42344|ACM Workshop on Web Information and Data Management|WIDM|B|0806|Information Systems||||
42355|ACM-SIGMIS CPR Conference|ACM-SIGMIS CPR|B|0806|Information Systems||||
42367|Advances in Information Systems|ADVIS|C|0806|Information Systems||||
42387|Americas Conference on Information Systems|AMCIS|A|0806|Information Systems||||
42395|Annual Conference of the International Academy for Information Management|IAIM|C|0806|Information Systems||||
42406|Annual Meeting of the Decision Sciences Institute|DSI|C|0806|Information Systems||||
42408|Annual PPIG Workshop|PPIG|B|0806|Information Systems||||
42412|AoM Organizational Communication and Information Systems|OCIS|A|0806|Information Systems||||
42418|Applications of Natural Language to Data Bases|NLDB|C|0806|Information Systems||||
42430|Asia Information Retrieval Symposium|AIRS|C|0806|Information Systems||||
42439|Asia Pacific Research Symposium on Accounting Information Systems|APRSAIS|C|0806|Information Systems||||
42474|Australasia Conference on Information Security and Privacy|AISP|C|0806|Information Systems||||
42485|Australasian Conference on Information Systems|ACIS|A|0806|Information Systems||||
42508|Australasian Urban and Regional Information Systems Association Conference|AURISA|C|0806|Information Systems||||
42509|Australasian User Interface Conference|AUIC|B|0806|Information Systems||||
42516|Australian and New Zealand Academy of Management Conference|ANZAM|C|0806|Information Systems||||
42519|Australian and New Zealand Intelligent Information Systems Conference|ANZIIS|C|0806|Information Systems||||
42520|Australian and New Zealand Marketing Academy Conference|ANZMAC|C|0806|Information Systems||||
42522|Australian Computer Human Interaction Conference|OZCHI|B|0806|Information Systems|1203|Design Practice and Management||
42533|Australian Game Developers Conference|AGDC|C|0806|Information Systems||||
42536|Australian Information Warfare and Security Conference|WarSec|C|0806|Information Systems||||
42538|Australian Institute of Computer Ethics Conference|AICE|C|0806|Information Systems||||
42553|Australian Workshop on Mobile Computing, Databases and Applications|MCDA|C|0806|Information Systems||||
42567|Bled Electronic Commerce Conference|BECC|B|0806|Information Systems||||
42569|Body Sensor Networks|BSN|C|0806|Information Systems||||
42575|British Computer Society Conference on Human-Computer Interaction|HCI|A|0806|Information Systems||||
42597|Collaborative Electronic Commerce Technology and Research|CollECTeR|B|0806|Information Systems||||
42617|Computer Supported Collaborative Learning|CSCL|A|0806|Information Systems||||
42637|Conference on Algorithmic Aspects in Information and Management|AAIM|C|0806|Information Systems||||
42649|Conference on Information Science, Technology and Management|CISTM|B|0806|Information Systems||||
42650|Conference on Information Sciences and Systems|CISS|C|0806|Information Systems||||
42651|Conference on Innovative Data Systems Research|CIDR|A|0806|Information Systems||||
42653|Conference on Office Information Systems|SIGOA|C|0806|Information Systems||||
42687|Cultural Attitudes towards Technology and Communications|CATAC|B|0806|Information Systems||||
42692|Data Semantics in Web Information Systems|DASWIS|C|0806|Information Systems||||
42703|Design for User Experience|DUX|B|0806|Information Systems|1203|Design Practice and Management||
42709|Designing Interactive Systems|DIS|B|0806|Information Systems|1203|Design Practice and Management||
42714|Digital Arts and Culture|DAC|C|0806|Information Systems||||
42716|Digital Games Research Conference|DIGRA|C|0806|Information Systems||||
42722|Distributed Communities on the Web Workshop|Dcw|C|0806|Information Systems||||
42748|Ershov Conference|PSI|B|0806|Information Systems||||
42749|ETHICOMP Conference|ETHICOMP|B|0806|Information Systems||||
42767|European Conference of Information Warfare|ECIW|C|0806|Information Systems||||
42771|European Conference on Computer Supported Cooperative Work|ECSCW|B|0806|Information Systems||||
42774|European Conference on e-Government|ECEG|C|0806|Information Systems||||
42776|European Conference on Information Management and Evaluation|ECIME|C|0806|Information Systems||||
42777|European Conference on Information Retrieval|ECIR|B|0806|Information Systems||||
42778|European Conference on Information Systems|ECIS|A|0806|Information Systems||||
42779|European Conference on Knowledge Management|EKM|B|0806|Information Systems||||
42787|European Conference on Research Methodology for Business and Management Studies|ECRM|C|0806|Information Systems||||
42801|European Natural Language Generation Workshop|EuroNLG|B|0806|Information Systems||||
42806|European SPI|EuroSPI|B|0806|Information Systems||||
42799|European, Mediterranean and Middle Eastern Conference on Information Systems|EMCIS|B|0806|Information Systems||||
42823|Exploring Modelling Methods in Systems Analysis and Design|EMMSAD|C|0806|Information Systems||||
42850|Game Developers Conference|GDC|C|0806|Information Systems||||
42860|GIS Planet Conference|GISPlanet|C|0806|Information Systems||||
42863|Global Information Technology Management Association World Conference|GITMA|B|0806|Information Systems||||
42869|Hawaii International Conference on System Sciences|HICSS|A|0806|Information Systems||||
45020|Health Informatics Conference|HIC|C|0806|Information Systems||||
42878|Human System Interaction|HIS|C|0806|Information Systems||||
42900|IEEE Conference on Electronic Commerce Technology (merger of CEC and EEE)|CEC|C|0806|Information Systems||||
42905|IEEE Conference on Systems, Man and Cybernetics|SMC|B|0806|Information Systems||||
42909|IEEE Congress on Services|SERVICES|B|0806|Information Systems||||
42912|IEEE European Conference on Web Services|ECOWS|C|0806|Information Systems||||
42918|IEEE International Augmented Reality Toolkit Workshop|IARTW|C|0806|Information Systems||||
42925|IEEE International Conference on Cloud Computing|CLOUD|B|0806|Information Systems||||
42937|IEEE International Conference on Digital EcoSystems and Technologies Conference|IEEE DEST|C|0806|Information Systems||||
42940|IEEE International Conference on Enterprise Computing, E-Commerce and E-Services|EEE|C|0806|Information Systems||||
42961|IEEE International Conference on Peer to Peer Computing|P2P|C|0806|Information Systems||||
42967|IEEE International Conference on Service-Oriented Computing Applications|SOCA|C|0806|Information Systems||||
42968|IEEE International Conference on Services Computing|SCC|A|0806|Information Systems||||
42972|IEEE International Conference on Web Services|ICWS|A|0806|Information Systems||||
42977|IEEE International Enterprise Distributed Object Computing Conference|EDOC|B|0806|Information Systems||||
43005|IEEE International Symposium on Wearable Computing|ISWC|A|0806|Information Systems||||
43006|IEEE International Symposium on Web Systems Evolution|WSE|C|0806|Information Systems||||
43030|IEEE Symposium on Advanced Management of Information for Globalized Enterprises|AMIGE|C|0806|Information Systems||||
43053|IEEE Symposium on Visual Languages and Human-Centric Computing (was VL)|VL/HCC|A|0806|Information Systems||||
43073|IEEE Workshop on Hot Topics in Web Systems and Technologies|HotWeb|B|0806|Information Systems||||
43076|IEEE Workshop On Mobile Computing Systems And Applications|WMCSA|C|0806|Information Systems||||
43089|IEEE/IFIP International Conference on Embedded and Ubiquitous Computing|EUC|C|0806|Information Systems||||
43111|IFIP Working Conferences on Virtual Enterprises|PRO-VE|C|0806|Information Systems||||
43123|Industrial Simulation Conference|ISC|C|0806|Information Systems||||
43127|Information Integration and Web-based Applications and Services|IIWAS|C|0806|Information Systems||||
43133|Information Security Workshop|ISW|C|0806|Information Systems||||
43134|Information Systems Education Conference|ISECON|B|0806|Information Systems||||
43135|Information Systems Research Seminar in Scandinavia|IRIS|C|0806|Information Systems||||
43147|Innovative Internet Computer Systems|IICS|C|0806|Information Systems||||
43148|Institute for Small Business and Entrepreneurship Annual Conference|ISBE|C|0806|Information Systems||||
43159|Interaction|Interaction|C|0806|Information Systems||||
43173|International Business Information Management|IBIMA|B|0806|Information Systems||||
43192|International Conference in Business Process Management|BPM|A|0806|Information Systems||||
43195|International Conference of Society for Group Decision and Negotiation|GDN|B|0806|Information Systems||||
43205|International Conference on Advanced Information Management|IMS|C|0806|Information Systems||||
43207|International Conference on Advanced Information Systems Engineering|CaiSE|A|0806|Information Systems||||
43208|International Conference on Advanced Language Processing and Web Information Technology|ALPIT|C|0806|Information Systems||||
43211|International Conference on Advances in Computer-Human Interactions|ACHI|C|0806|Information Systems||||
43212|International Conference on Advances in Infrastructure for Electronic Business, Science, and Education on the Internet|SSGRR|C|0806|Information Systems||||
43242|International Conference on Business Information Systems|BIS|B|0806|Information Systems||||
43248|International Conference on Cloud Computing|CloudCom|C|0806|Information Systems||||
43250|International Conference on Collaborative Computing: Networks, Applications and Worksharing|CollaborateCom|C|0806|Information Systems||||
43278|International Conference on Computer Information Systems and Industrial Management Applications|CISIM|C|0806|Information Systems||||
43280|International Conference on Computer Supported Cooperative Work in Design|CSCWD|B|0806|Information Systems|1203|Design Practice and Management||
43289|International Conference on Computing and Informatics|ICOCI|C|0806|Information Systems||||
43300|International Conference on Cooperative Information Systems|CoopIS|A|0806|Information Systems||||
43302|International Conference on Creating Connecting and Collaborating through Computing|C5|C|0806|Information Systems||||
43314|International Conference on Design Science Research in Information Systems and Technology|DESRIST|A|0806|Information Systems||||
43315|International Conference on Digital Content, Multimedia Technology and its Applications|IDC|C|0806|Information Systems||||
43316|International Conference on Digital Government Research|DGO|B|0806|Information Systems||||
43328|International Conference on e-Business|ICEB|B|0806|Information Systems||||
43329|International Conference on Electronic Commerce|ICEComm|C|0806|Information Systems||||
43330|International Conference on Electronic Commerce and Web Technology|ECWeb|B|0806|Information Systems||||
43332|International Conference on Email and Anti-Spam|CEAS|B|0806|Information Systems||||
43339|International Conference on Enterprise Information Systems|ICEIS|C|0806|Information Systems||||
43340|International Conference on Enterprise Information Systems and Web Technologies|EISWT|C|0806|Information Systems||||
43341|International Conference on Enterprise Integration and Modelling Technology|ICEIMT|C|0806|Information Systems||||
43342|International Conference on Entertainment Computing|ICEC|C|0806|Information Systems||||
43357|International Conference on Formal Ontology in Information Systems|FOIS|A|0806|Information Systems||||
45021|International Conference on Health Informatics|Healthinf|C|0806|Information Systems||||
43377|International Conference on Human Factors in Computing Systems|CHI|A|0806|Information Systems|1203|Design Practice and Management||
43378|International Conference on Human-Computer Interaction with Mobile Devices and Services|MobileHCI|B|0806|Information Systems||||
43389|International Conference on Informatics Education and Research|ICIER|B|0806|Information Systems||||
43391|International Conference on Information and Communication Technologies in Tourism|ENTER|C|0806|Information Systems||||
43397|International Conference on Information Processing and Management of Uncertainty|IPMU|C|0806|Information Systems||||
43398|International Conference on Information Resources Management|Conf-IRM|B|0806|Information Systems||||
43402|International Conference on Information Systems|ICIS|A|0806|Information Systems||||
43403|International Conference on Information Systems Analysis and Synthesis|ISAS|C|0806|Information Systems||||
43404|International Conference on Information Systems Development|ISD|A|0806|Information Systems||||
43406|International Conference on Information Systems Technology and its Application|ISTA|B|0806|Information Systems||||
43412|International Conference on Information, Communications and Signal Processing|ICICS|B|0806|Information Systems||||
43415|International Conference on Intelligent Agents, Web Technologies, and Internet Commerce|IAWTIC|B|0806|Information Systems||||
43424|International Conference on Intelligent User Interfaces|IUI|A|0806|Information Systems||||
43425|International Conference on Interaction Sciences: Information Technology, Culture and Human|ICIS|C|0806|Information Systems||||
43427|International Conference on Internet and Web Applications and Services|ICIW|C|0806|Information Systems||||
43428|International Conference on Internet Computing|IC|B|0806|Information Systems||||
43431|International Conference on Internet Technologies and Applications|ITA|B|0806|Information Systems||||
43433|International Conference on Knowledge Engineering and Knowledge Management|EKAW|B|0806|Information Systems||||
43436|International Conference on Knowledge-Based and Intelligent Information and Engineering Systems|KES|B|0806|Information Systems||||
43440|International Conference on Legal Knowledge-based Systems|JURIX|C|0806|Information Systems||||
43448|International Conference on Management of Data|COMAD|B|0806|Information Systems||||
43465|International Conference on Multimedia Modelling|MMM|C|0806|Information Systems||||
43466|International Conference on Multimodal Interfaces|ICMI|B|0806|Information Systems||||
43477|International Conference on New Trends of Information and Service Science|NISS|C|0806|Information Systems||||
43478|International Conference on Next Generation Web Services Practices|NWESP|C|0806|Information Systems||||
43490|International Conference on Persuasive Technology|Persuasive|B|0806|Information Systems||||
44993|International Conference on Qualitative Research in IT & IT in Qualitative Research|QualIT|B|0806|Information Systems||||
43510|International Conference on Research Challenges in Information Science|RCIS|B|0806|Information Systems||||
43514|International Conference on Rules and Rule Markup Languages for the Semantic Web|RuleML|C|0806|Information Systems||||
43517|International Conference on Security in Pervasive Computing|ICSPC|A|0806|Information Systems||||
43519|International Conference on Semantic and Digital Media Technologies|SAMT|C|0806|Information Systems||||
43520|International Conference on Semantics Knowledge and Grid|SKG|C|0806|Information Systems||||
43546|International Conference on Systems Research, Informatics and Cybernetics|ICSRIC|C|0806|Information Systems||||
43547|International Conference on Systems Thinking in Management|STM|C|0806|Information Systems||||
43548|International Conference on Technology and Business Management|ICTBM|C|0806|Information Systems||||
43557|International Conference on the Unified Modelling Language (was UML)|MODELS|B|0806|Information Systems||||
43570|International Conference on User Modelling, Adaptation, and Personalization (was AH and UM)|UMAP|B|0806|Information Systems||||
43575|International Conference on Virtual Systems and MultiMedia|VSMM|B|0806|Information Systems|1203|Design Practice and Management||
43580|International Conference on Web Engineering|ICWE|C|0806|Information Systems||||
43581|International Conference on Web Information Systems and Technologies|WEBIST|C|0806|Information Systems||||
43161|International Conference on Web-Age Information Management|WAIM|C|0806|Information Systems||||
43610|International Forum on Applied Wearable Computing|IFAWC|C|0806|Information Systems||||
43625|International Joint Conference on e-Business and Telecommunications|ICETE|C|0806|Information Systems||||
43674|International Symposium on Computer and Information Sciences|ISCIS|C|0806|Information Systems||||
43694|International Symposium on Information Processing|ISIP|C|0806|Information Systems||||
43697|International Symposium on Intelligent and Interactive Multimedia: Systems and Services|KES IIMSS|C|0806|Information Systems||||
43699|International Symposium on Intelligent Systems and Informatics|SISY|C|0806|Information Systems||||
43724|International Symposium on System Synthesis|ISSS|C|0806|Information Systems||||
43738|International Web Conference|IWC|C|0806|Information Systems||||
43746|International Workshop on Advanced Architectures and Algorithms for Internet Delivery and Applications|AAA-IDEA|C|0806|Information Systems||||
43754|International Workshop on Business Process Design|BPD|C|0806|Information Systems||||
43755|International Workshop on Business Process Intelligence|BPI|C|0806|Information Systems||||
43756|International Workshop on Business Process Modelling, Development, and Support|BPMDS|C|0806|Information Systems||||
43772|International Workshop on Enterprise and Organizational Modelling and Simulation|EOMAS|C|0806|Information Systems||||
45022|International Workshop on Enterprise Networking and Computing in Health Care Industry|HealthCom|C|0806|Information Systems||||
43773|International Workshop on Entertainment Computing|WEC|C|0806|Information Systems||||
43776|International Workshop on Formal Methods for interactive Systems|FMIS|C|0806|Information Systems||||
43788|International Workshop on Horizontal Interactive Human-Computer Systems|Tabletop|B|0806|Information Systems||||
43796|International Workshop on Interactive Entertainment|IDET|C|0806|Information Systems||||
43802|International Workshop on Mobile Commerce and Services|WMCS|C|0806|Information Systems||||
43805|International Workshop on Modelling, Simulation, Verification and Validation of Enterprise Information Systems|MSVVEIS|C|0806|Information Systems||||
43806|International Workshop on Multimedia Data Storage, Retrieval, Integration and Applications|MDSRIA|C|0806|Information Systems||||
43812|International Workshop on Pattern Recognition in Information Systems|PRIS|C|0806|Information Systems||||
43816|International Workshop on Quality of Information Systems|QOIS|C|0806|Information Systems||||
43833|International Workshop on Software Technology for Augmented Reality Systems|IWSTAR|C|0806|Information Systems||||
43837|International Workshop on the Web and Databases|WebDB|C|0806|Information Systems||||
43841|International Workshop on Web Content Caching and Distribution|WCW|B|0806|Information Systems||||
43842|International Workshop on Web Information Systems Modelling|WISM|C|0806|Information Systems||||
43852|Internationale Tagung Wirtschaftsinformatik|DITW|C|0806|Information Systems||||
43854|Internet Measurement Conference|IMC|A|0806|Information Systems||||
43855|Internet Research|AOIR|C|0806|Information Systems||||
43856|Internet Society Conference|INET|C|0806|Information Systems||||
43857|Interoperating Geographic Information Systems|INTEROP|C|0806|Information Systems||||
43874|Joint Conference on Information Sciences|JCIS|C|0806|Information Systems||||
43879|Joint International Conference on CyberGames and Interactive Entertainment|CGIE|C|0806|Information Systems||||
43887|Knowledge Acquisition, Modelling and Management Workshop|KAW|C|0806|Information Systems||||
43895|Latin American Conference on Informatics|CLEI|C|0806|Information Systems||||
43897|Latin American Web Congress|LA-WEB|C|0806|Information Systems||||
43917|Mining for Enhanced Web Search|MEWS|C|0806|Information Systems||||
43926|Multimedia Content Access: Algorithms and Systems (was Multimedia Content Analysis, Management and Retrieval)|MCA:AS|C|0806|Information Systems||||
43934|National Conference on Computer and Information Systems|NCCIS|C|0806|Information Systems||||
45023|National Health Informatics Conference|NHIC|C|0806|Information Systems||||
43941|Network and OS Support for Digital A/V|NOSSDAV|A|0806|Information Systems||||
43946|New Zealand Game Developers Conference|FUSE|C|0806|Information Systems||||
43954|Norwegian Computer Human Interaction|NORDCHI|C|0806|Information Systems||||
43959|Organisations and Society in Information Systems Workshop|OASIS|C|0806|Information Systems||||
43961|Pacific Asia Conference on Information Systems|PACIS|A|0806|Information Systems||||
43971|Pacific-Asia Workshop on Electronic Commerce|PAWEC|C|0806|Information Systems||||
43975|Pan Pacific Conference on Information Systems|PPCIS|C|0806|Information Systems||||
43982|Passive and Active Measurement Conference|PAM|B|0806|Information Systems||||
44038|SIGIR workshop: Stylistic Analysis of Text For Information Access|Style|C|0806|Information Systems||||
44091|Symposium on Information Technology and Information Systems|ITIS|C|0806|Information Systems||||
44098|Symposium on Requirements Engineering for Information Security|SREIS|C|0806|Information Systems||||
44103|Tangible, Embedded, and Embodied Interaction|TEI|A|0806|Information Systems||||
44116|The organizational semiotics Conference|ORGSEM|B|0806|Information Systems||||
44134|UK Academy of Information Systems Conference|UKAIS|C|0806|Information Systems||||
45029|United Kingdom Systems Society|UKSS|B|0806|Information Systems||||
44140|United Kingdom Virtual Reality Special Interest Group Conference UK-VRSIG|VR-SIG|C|0806|Information Systems||||
44156|Virtual Reality Annual International Symposium|VRAIS|C|0806|Information Systems||||
44172|Western Australian Workshop on Information Systems Research|WAWISR|C|0806|Information Systems||||
44174|Western Decision Sciences Institute Conference|WDSI|C|0806|Information Systems||||
44218|Workshop on Information Hiding|INFH|C|0806|Information Systems||||
44246|Workshop on Security and Privacy in e-Commerce|SPEC|C|0806|Information Systems||||
44251|Workshop on Web Usage Analysis|WebKDD|C|0806|Information Systems||||
44254|World Conference on the WWW and Internet|WebNet|C|0806|Information Systems||||
45024|World Congress on Medical Informatics|MEDINFO|B|0806|Information Systems||||
43666|International Symposium on Cavitation||B|0915|Interdisciplinary Engineering|0911|Maritime Engineering ||
42451|Asia-Pacific Conference on Engineering Plasticity and Its Applications||A|0910|Manufacturing Engineering|0913|Mechanical Engineering||
42452|Asia-Pacific Conference on Materials Processing||A|0910|Manufacturing Engineering|0915|Interdisciplinary Engineering||
42491|Australasian Congress on Applied Mechanics||A|0910|Manufacturing Engineering|0913|Mechanical Engineering||
42563|Baosteel Academic Conference||B|0910|Manufacturing Engineering|0914|Resources Engineering and Extractive Metallurgy||
42594|CIRP Life Cycle Engineering Conference||A|0910|Manufacturing Engineering|0907|Environmental Engineering|0915|Interdisciplinary Engineering
